Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Event Horizon Eatery,https://www.zomato.com/kolkata/event-horizon-eatery-naktala,"Fast Food, Beverages, Burger, Sandwich, Shake","Naktala, Kolkata",,"D-11/1 Ramgarh Colony, Near Ramgarh Community Hall, Ward 100, Borough X, Naktala, Kolkata",9.1629E+11,1,0,0,0,-,0,3.9,103,,,,100
Mood Life Cafe,https://www.zomato.com/kolkata/mood-life-cafe-garia,"Beverages, Coffee, Fast Food, Pasta","Garia, Kolkata",Opens at 11am,"Briji Prabanda, Main Road, Opposite Kavi Nazrul Metro Station, Garia, Kolkata",9.19102E+11,1,1,1,0,3.6,19,3.7,21,,,"Friendly Service, Served Quickly, Decoration, Cafe, Worth the Money, Price",300
Cakes And Fries,https://www.zomato.com/kolkata/cakes-and-fries-garia,"Bakery, Desserts","Garia, Kolkata",,"Q22, Ward 111, Near Taltala More, Garia, Kolkata",9.19832E+11,1,0,0,0,-,0,4.2,243,,,,350
Darjeeling Momo House,https://www.zomato.com/kolkata/darjeeling-momo-house-1-garia,Momos,"Garia, Kolkata",Opens at 4pm,"517, Garia Bus Stand, Boroughxi, Garia, Kolkata",9.17004E+11,1,1,0,0,-,0,4,57,,,,100
Tumpa Fast Food Center,https://www.zomato.com/kolkata/tumpa-fast-food-center-naktala,"Rolls, Chinese","Naktala, Kolkata",,"397, Bansdroni Park, Naktala, Kolkata",9.19164E+11,1,0,0,0,-,0,3.5,20,,,,50
Bangaleer Bhuribhoj,https://www.zomato.com/kolkata/bangaleer-bhuribhoj-1-behala,Bengali,"Behala, Kolkata",,"78/1/12, Biren Roy Road, Behala, Kolkata",9.18981E+11,1,0,0,0,-,0,4,361,,,"Excellent Food Quality, Fresh Food with Good Quality, Worth the Money, Great Portions, Delicious Food, Quantity",150
Annapurna,https://www.zomato.com/kolkata/annapurna-3-behala,"North Indian, Bengali, Chinese","Behala, Kolkata",,"53/3, Gopal Missra Road, Senpally, Behala, Kolkata",9.19008E+11,1,0,0,0,-,0,4.3,352,,,,150
Shivam Family Restro,https://www.zomato.com/kolkata/shivam-family-restro-garia,"North Indian, Rolls, Bengali","Garia, Kolkata",Opens at 11:30am,"108, Kanungo Park, Near Kanungo Park Play Ground, Garia, Kolkata",9.17406E+11,1,1,1,0,3.9,251,4.3,98,,"Steamed Chicken Momo, Chicken Hakka Noodles, Drums of Heaven, Egg Roll, Chicken Roll, Fish","Good Quantity, Reasonable Price, Main Course, Good Food, Good Place, Prices",500
Raja Ice Parlour,https://www.zomato.com/kolkata/raja-ice-parlour-garia,"Paan, Shake","Garia, Kolkata",Opens at 10am,"127B/1, SC Mollusk Road, Garia, Kolkata",9.17279E+11,1,1,0,0,-,0,3.6,63,,,,100
Khao More Cafe,https://www.zomato.com/kolkata/khao-more-cafe-naktala,"Chinese, Fast Food","Naktala, Kolkata",Opens at 12noon,"1/301, NSC Bose Road, Naktala, Kolkata",9.19123E+11,1,1,1,0,3.4,31,3.9,91,,,"Reasonable Rates, Comforting Atmosphere, Fantastic Decoration, Clean and Hygienic Place, Nice Concept, Ambience was Super Cool",300
Yuan Restaurant,https://www.zomato.com/kolkata/yuan-restaurant-garia,"Chinese, Seafood, Desserts","Garia, Kolkata",Opens at 11am,"I-21, Baishnabghata, Garia, Kolkata",9.19051E+11,1,1,1,0,3.8,166,4,583,,"Gravy Chowmein, Lamb, Pork, Soup, Drink, Noodles","Nice Foods and Great Service, Gastronomical Experience, Relaxed Atmosphere, Packed on Weekends, Chinese, Food Quantity",800
Mrs Chow,https://www.zomato.com/kolkata/mrs-chow-naktala,"Chinese, Thai, Nepalese","Naktala, Kolkata",,"237, NSC Bose Road, Naktala, Kolkata",9.19831E+11,1,0,0,0,-,0,3.9,698,,,"Spicy, Good Quality, Packaging, Taste, Food",150
Q33,https://www.zomato.com/kolkata/q33-ballygunge,"Cafe, Salad, Sandwich, Italian, Desserts, Beverages","Quest Mall, Ballygunge, Kolkata",Opens at 11am,"33, Ground Floor, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",9.1334E+11,1,1,1,0,3.9,677,4.1,274,,"Chocolate Mud Tart, Indonesian Chicken Satay, Americano Coffee, Potato Wedges, Coffees, Milkshakes","Good Options, Staff Service, Server, Cafe, Seating Arrangements, Cozy Place",800
Homemade Tasty Food,https://www.zomato.com/kolkata/homemade-tasty-food-jadavpur,"North Indian, Bengali","Jadavpur, Kolkata",,"H/5, Baghajatin Colony, Jadavpur, Kolkata",9.18961E+11,1,0,0,0,-,0,4,418,,,,100
Vola's Kitchen,https://www.zomato.com/kolkata/volas-kitchen-garia,"North Indian, Bengali","Garia, Kolkata",,"1/359, Baishnabghata Patuli Township, Patuli, Garia, Kolkata",9.19876E+11,1,0,0,0,-,0,4,204,,,,150
Food Junction,https://www.zomato.com/kolkata/food-junction-1-garia,"Biryani, North Indian, Chinese, Shake","Garia, Kolkata",11am – 2am (Today),"167, Shreerampur Garia, Kanungo Park, Garia, Kolkata",9.18777E+11,1,1,1,0,3.8,212,3.7,5940,,,"Lip Smacking Food, Great Recommendations, Low Price, Nice Food, Prompt Service, Good Quality Food",400
Ek Cup Cha,https://www.zomato.com/kolkata/ek-cup-cha-baghajatin,"Fast Food, Tea, Street Food","Baghajatin, Kolkata",Opens at 4:10pm,"H/45, H Block, B.P Township Road, Patuli, Baghajatin, Kolkata",9.19674E+11,1,1,0,0,3.4,33,3.7,160,,,"Served Quickly, Healthy and Delicious, Nice Concept, Clean and Hygienic Place, Fresh Food with Good Quality, Best Food under Best Budget",250
Vishnu Bhujiawala,https://www.zomato.com/kolkata/vishnu-bhujiawala-naktala,Street Food,"Naktala, Kolkata",Opens at 11am,"1/246, Naktala, Kolkata",9.17003E+11,1,1,0,0,-,0,3.4,474,,,,50
Let's Poaka,https://www.zomato.com/kolkata/lets-poaka-garia,"Chinese, Cantonese, Momos, Thai","Garia, Kolkata",Opens tomorrow at 12noon,"14/8, Pranabananda Road, Near Kavi Nazrul Metro, Garia, Kolkata",9.17596E+11,1,1,0,0,3.1,4,4,1387,,"Pork Momo, Momos, Soup, Sauce","Portion Size, Great Portions, Delicious Food, Packaging, Price, Food Quality",800
Vorar Alo,https://www.zomato.com/kolkata/vorar-alo-1-naktala,North Indian,"Naktala, Kolkata",,"62, Simanta Bag, Bansdroni, Naktala, Kolkata",9.19831E+11,1,0,0,0,-,0,3.5,22,,,,100
Kilo Eats,https://www.zomato.com/kolkata/kilo-eats-garia,"Mughlai, North Indian","Garia, Kolkata",12noon – 2:30am (Today),"175, Bidhan Pally, Garia, Kolkata",9.1744E+11,1,1,0,0,-,0,3.9,611,,"Shahi Korma, Laal Maas, Gulab Jamun, Kababs, Biryani, Garlic Chicken","Pocket Friendly, Delicious Taste, Spill Proof Packaging, Mouth Watering Food, Best Food under Best Budget, Contactless Delivery",200
Modish,https://www.zomato.com/kolkata/modish-garia,"Fast Food, Continental, Desserts, Beverages","Garia, Kolkata",Opens tomorrow at 9am,"1B, Southend Gardens, Opposite Sabuj Dal Club, Garia, Kolkata",9.19007E+11,1,1,0,0,3.4,15,4,195,,,"Serving Size, Cooperative Staff, Cute Packaging, Food Presentation, Worth the Money, Delicious Food",550
Roll & Fry,https://www.zomato.com/kolkata/roll-fry-garia,"Fast Food, Rolls, Mughlai","Garia, Kolkata",Opens at 11am,"116, Shop 12, Ranu Apartment, Birji Road, Garia, Kolkata",9.18777E+11,1,1,0,0,-,0,-,5,,,,100
Snacks & Grill,https://www.zomato.com/kolkata/snacks-grill-tollygunge,"Kebab, North Indian, Chinese, Bengali, Fast Food","Tollygunge, Kolkata",Opens at 4pm,"170/159, Netaji Subhas Chandra Bose Road, Tollygunge, Kolkata",9.19874E+11,1,1,1,0,3.5,63,4,8745,,,"Combos, Proper Packaging, Customizable Food, Worth the Money, Portion, Elaborate Menu",300
Utsav Restaurant,https://www.zomato.com/kolkata/utsav-restaurant-tollygunge,"Bengali, Chinese, North Indian, Rolls, Fast Food","Tollygunge, Kolkata",Opens at 12noon,"170/159, A N.S.C.Bose Road, Tollygunge, Kolkata",9.1798E+11,1,1,1,0,3.2,12,3.8,1319,,,"Best Food under Best Budget, Elaborate Menu, Good Quality, Price, Food",200
T.T.K. Restora,https://www.zomato.com/kolkata/t-t-k-restora-garia,Chinese,"Garia, Kolkata",Opens at 11am,"111/4A, Raja S.C. Mallick Road, Garia, Kolkata",9.13324E+11,1,1,1,0,2.7,260,4.2,145,,"Rolls, Soup, Momos, Noodles","Chinese, Good Quantity, Waiter, Good Ambience, Good Place, Location",600
Binge Belly,https://www.zomato.com/kolkata/binge-belly-2-naktala,"Continental, Sandwich, Fast Food","Naktala, Kolkata",,"251A/40 NSC Bose Road, Naktala, Kolkata",9.18583E+11,1,0,0,0,-,0,-,9,,,,250
Bite Story,https://www.zomato.com/kolkata/bite-story-new-alipore,"North Indian, Chinese, Fast Food","New Alipore, Kolkata",,"182/A, Kabiguru Sarani, Near Beauty Saloon, New Alipore, Kolkata",9.19837E+11,1,0,0,0,-,0,4,22,,,,100
Golden Wok,https://www.zomato.com/kolkata/golden-wok-naktala,Chinese,"Naktala, Kolkata",,"357 (35), Kendua (Main) Road, Ward 101, Naktala, Kolkata",9.18911E+11,1,0,0,0,-,0,4.1,95,,,"Tamper Proof Packaging, Worth the Money, Extensive Menu, Great Portions, Quantity, Food",200
Vilasha Artisan Chocolate,https://www.zomato.com/kolkata/vilasha-artisan-chocolate-garia,Desserts,"Garia, Kolkata",Opens at 6am,"R-135, Kamdohari Purbapara, Garia, Kolkata",9.19512E+11,1,1,0,0,-,0,4,26,,,,100
Bong Cuisine,https://www.zomato.com/kolkata/bong-cuisine-2-naktala,"North Indian, Kebab","Naktala, Kolkata",,"4/91C, Vidyasagar Colony, Near Nabaran Sangha Club, Naktala, Kolkata",9.19478E+11,1,0,0,0,-,0,3.3,77,,,"Worth the Money, Extensive Menu, Great Portions, Timely Service, Delicious Food, Good Quality",150
The Royal,https://www.zomato.com/kolkata/the-royal-2-garia,"Chinese, North Indian, Rolls, Kebab","Garia, Kolkata",Opens at 11:30am,"550, Boral Main Road, Garia, Kolkata",9.19836E+11,1,1,0,0,-,0,4,25,,,,200
Kokam,https://www.zomato.com/kolkata/kokam-garia,"Bakery, Desserts","Garia, Kolkata",,"133A, 3rd Floor, Anandam Kanungo Park, Garia, Kolkata",9.17981E+11,1,0,0,0,-,0,3.5,190,,,,200
Taste Tea Treat,https://www.zomato.com/kolkata/taste-tea-treat-golf-green,"Chinese, Beverages","Golf Green, Kolkata",Opens at 5pm,"35/6/6, Minapara Road, Ward 95, 6/30, Bijoygarh, Golf Green, Kolkata",9.19038E+11,1,1,0,0,-,0,-,3,,,,100
Sweet Chilliz,https://www.zomato.com/kolkata/sweet-chilliz-sonarpur,"Continental, Fast Food","Sonarpur, Kolkata",Opens at 11:30am,"Garia Main Road Beside Satyam Shivam Sundaram, Garia, Sonarpur, Kolkata",9.19733E+11,1,1,1,0,3.1,5,-,7,,,,500
MBBS Chai,https://www.zomato.com/kolkata/mbbs-chai-tollygunge,"Fast Food, Momos, Beverages, Tea","Tollygunge, Kolkata",Opens at 10:27am,"South City Garden, BL Saha Road, Tollygunge, Kolkata",9.19832E+11,1,1,0,0,-,0,3.7,174,,,,100
Saha Biryani,https://www.zomato.com/kolkata/saha-biryani-prince-anwar-shah-road,"Biryani, North Indian","Prince Anwar Shah Road, Kolkata","12midnight – 4am, 3pm – 12midnight (Today)","345, Prince Anwar Shah Road, Kolkata",9.19874E+11,1,1,1,0,-,1,-,19,,,,500
New Maharaj,https://www.zomato.com/kolkata/new-maharaj-1-southern-avenue,"Fast Food, Sandwich, Street Food, Burger","Southern Avenue, Kolkata",Opens at 7am,"195A, Sarat Bose Road, Southern Avenue, Kolkata",9.163E+11,1,1,0,0,-,0,3.9,51,,,,100
Spicy Treat,https://www.zomato.com/kolkata/spicy-treat-baghajatin,"Chinese, Thai","Baghajatin, Kolkata",Opens at 11:30am,"109, Baghajatin SPD Block, Raja SC Mullick Road, Baghajatin, Kolkata",9.19748E+11,1,1,0,0,-,0,4.3,747,,,"Owner, Quantity, Price, Value for Money, Food, Service",150
Swapna's Tawa Curry,https://www.zomato.com/kolkata/swapnas-tawa-curry-behala,North Indian,"Behala, Kolkata",Opens at 5pm,"Shop 4, 168/D, Roy Bahadur Road, Adarshapally, Behala, Kolkata",9.19007E+11,1,1,1,0,-,0,-,0,,,,400
Pet Pujo,https://www.zomato.com/kolkata/pet-pujo-ajoy-nagar,"North Indian, Seafood","Ajoy Nagar, Kolkata",,"1050/2, Survey Park, Calcutta Greens Commercial Complex, Ajoy Nagar, Kolkata",9.1824E+11,1,0,0,0,-,0,2.5,13,,,,150
Metro Food Junction,https://www.zomato.com/kolkata/metro-food-junction-1-garia,"Chinese, North Indian, Biryani, Fast Food","Garia, Kolkata",Opens at 12noon,"259, Ward 110, Birji Road, Garia, Kolkata",9.19437E+11,1,1,0,0,-,0,2.9,69,,,,200
Maharaj Tomake Selam,https://www.zomato.com/kolkata/maharaj-tomake-selam-tollygunge,"Bengali, Biryani","Tollygunge, Kolkata",Opens at 8am,"C6/2, H.L.Sarkar Road, Chirantani Park, Bansdroni, Municipal Corporation, Tollygunge, Kolkata",9.1629E+11,1,1,0,0,-,0,3.1,770,,,"Elaborate Menu, Customizable Food, Fresh Food, Good Quality, Price",150
Babumashai,https://www.zomato.com/kolkata/babumashai-garia,"North Indian, Chinese, Mughlai","The Last Metro, Garia, Kolkata",Opens at 12noon,"1518, Garia Main Road, Near Kavi Nazrul Metro, Garia, Kolkata",9.13324E+11,1,1,1,0,3,200,4,178,,,"Prime Location, Nice Place, Decor, Ambiance, Good Place, Staff",700
The Chinese Raja,https://www.zomato.com/kolkata/the-chinese-raja-ajoy-nagar,"Chinese, Thai, Tibetan","Ajoy Nagar, Kolkata",Opens at 11am,"4, Santi Park, Pearless Hospital, Ajoy Nagar, Kolkata",9.1744E+11,1,1,0,0,-,0,3,78,,,,200
Chai Se Fry Tak,https://www.zomato.com/kolkata/chai-se-fry-tak-golf-green,"Fast Food, Beverages","Golf Green, Kolkata",5pm – 2am (Today),"7/12B/14, Vijoygar, Golf Green, Kolkata",9.18586E+11,1,1,0,0,3.5,14,-,10,,,"Very Affordable, Delicious Taste, Student Crowd, Fresh Food, Good Quality",350
Euro Café,https://www.zomato.com/kolkata/euro-café-ruby-hospital-area,"Continental, Italian, Beverages, Shake","Ruby Hospital Area, Kolkata",,"H-2A, Naskarhat, Tagore Park Main Road, Ruby Hospital Area, Kolkata",9.19674E+11,1,0,0,0,-,0,4,40,,,,250
Desi Chullah,https://www.zomato.com/kolkata/desi-chullah-garia,"North Indian, Kebab, Mughlai, Biryani, Desserts, Beverages","Garia, Kolkata",,"308, Kendua Main Road, Garia, Kolkata",9.1933E+11,1,0,0,0,-,0,3.9,2852,,"Raita, Dal Makhani, Mutton Biryani, Pulao, Platter, Starter","Good Portion Size, Good Food Good Quality, Good Wifi, Food Presentation, Elaborate Menu, Tasty Food",250
Nila,https://www.zomato.com/kolkata/nila-naktala,"South Indian, Fast Food","Naktala, Kolkata",,"247A/15, Bablu Apartment, Near Nabin Sangha Club, Raipur Road, Naktala, Kolkata",9.19434E+11,1,0,0,0,-,0,4,182,,,,150
Vojan Caterer,https://www.zomato.com/kolkata/vojan-caterer-jadavpur,Bengali,"Jadavpur, Kolkata",Opens at 11am,"9 N, Raipur Road East, Jadavpur, Kolkata",9.19051E+11,1,1,0,0,-,0,4.1,658,,,,100
Wow Burger & Sandwich More,https://www.zomato.com/kolkata/wow-burger-sandwich-more-golf-green,"Burger, Sandwich, Beverages","Golf Green, Kolkata",12:30am – 4:31am (Today),"1/14, Azadghar, Minapara Road, Golf Green, Kolkata",9.1824E+11,1,1,0,0,-,0,3.3,234,,,,100
F4U - Food For U,https://www.zomato.com/kolkata/f4u-food-for-u-prince-anwar-shah-road,"Bengali, North Indian","Prince Anwar Shah Road, Kolkata",Opens at 10:20am,"54/1B, Anjuman Begum Row, Near Jogesh Chandra College, Prince Anwar Shah Road, Kolkata",9.18018E+11,1,1,1,0,4.1,365,3.9,1650,Reasonable Thali Combos,"Basanti Pulao, Paneer Butter Masala, Platter, Mutton","Prompt Delivery, Combos, Reasonable Prices, Packing, Food Taste, Great Service",500
I Love Haldiram,https://www.zomato.com/kolkata/i-love-haldiram-chowringhee,"Chinese, Fast Food, Street Food, North Indian, Shake, Mishti","Chowringhee, Kolkata",Opens at 8:30am,"58, Chowringhee Road, Chowringhee, Kolkata",9.1934E+11,1,1,1,1,3.9,1071,4,715,,"Paneer Dhokla, Healthy Veg Food, Dahi Fuchka, Raj Kachori, Paw Bhaji, Kaju Barfi","Good for Families, Comfortable Chairs, Self Service, Hygienic Place, Prime Location, Decent Place",400
Flurys,https://www.zomato.com/kolkata/flurys-alipore,"Bakery, Desserts, Fast Food","Alipore, Kolkata",Opens at 8am,"Shop 8B, Alipore Road, Alipore, Kolkata",9.13324E+11,1,1,1,0,2.7,97,3.9,487,The legendary breakfast place on the Calcutta famous Park Street corner.,,"Breakfast, Staff, Experience, Price",400
Sai Vada Pav Centre,https://www.zomato.com/kolkata/sai-vada-pav-centre-3-tollygunge,Street Food,"Tollygunge, Kolkata",Opens at 6am,"104A/14, Karunamoyee Ghat Road, Tollygunge, Kolkata",9.19433E+11,1,1,1,1,3.2,4,3.9,670,,,,100
Al-Firdaus Fast Food,https://www.zomato.com/kolkata/al-firdaus-fast-food-dalhousie-bbd-bagh,"Chinese, Rolls","Dalhousie BBD Bagh, Kolkata",,"20, Harin Bari Lane, Dalhousie BBD Bagh, Kolkata",9.17004E+11,1,0,0,0,-,0,3.8,849,,,"Cute Packaging, Timely Service, Worth the Money, Delicious Food, Great Portions, Good Quality",100
Burger Express,https://www.zomato.com/kolkata/burger-express-kidderpore,"Burger, Fast Food","Kidderpore, Kolkata",,"30/1B/H/3, Ekbalpore Lane, Kidderpore, Kolkata",9.17004E+11,1,0,0,0,-,0,3.8,83,,,,200
Bindass Food Plaza,https://www.zomato.com/kolkata/bindass-food-plaza-college-street,"Chinese, North Indian, Biryani","College Street, Kolkata",Opens at 12noon,"18, College Street, Kolkata",9.1983E+11,1,1,1,0,3.2,11,4.1,454,,,,500
Vello Ka Adda,https://www.zomato.com/kolkata/vello-ka-adda-bhawanipur,"Sandwich, Chinese, Street Food, Fast Food, Beverages","Bhawanipur, Kolkata",,"19, Mohini Mohan Road, Ward 70, Borough - VIII, Bhawanipur, Kolkata",9.181E+11,1,0,0,0,-,0,3.3,16,,,"Cute Packaging, Food Presentation, Extensive Menu, Worth the Money, Timely Service, Great Portions",100
Om Ginger,https://www.zomato.com/kolkata/om-ginger-tollygunge,"Chinese, North Indian, Bengali, Fast Food","Tollygunge, Kolkata",Opens at 12noon,"66/1, Raja Ram Mohan Roy Road, Tollygunge, Kolkata",9.17687E+11,1,1,0,0,-,0,3.2,314,,,"Combo, Good Food, Food Quality, Quantity, Menu, Taste",150
Bharat Dhaba,https://www.zomato.com/kolkata/bharat-dhaba-tara-tala,North Indian,"Tara Tala, Kolkata",Opens at 10am,"Near C.P.T Colony Gate 4, Tara Tala Road, Tara Tala, Kolkata",9.19051E+11,1,1,0,0,3.5,54,4,563,,,,300
Dey Sweets,https://www.zomato.com/kolkata/dey-sweets-bow-bazar,"Mishti, Street Food","Bow Bazar, Kolkata",Opens at 7am,"102, Prem Chand Boral Street, Near Medical College, Bow Bazar, Kolkata",9.16291E+11,1,1,0,1,-,0,4,123,,,,50
Jalsa,https://www.zomato.com/kolkata/jalsa-camac-street-area,"Modern Indian, Mughlai, North Indian, Desserts","Camac Street Area, Kolkata",Opens at 12noon,"Ground Floor, Harrington Mansion, Ho Chi Minh Sarani, Camac Street Area, Kolkata",9.1629E+11,1,1,1,0,4,166,-,4,,"Baklawa, Cocktails, Drinks, Dessert, Fish","Family Place, Sanitised Service, Served Quickly, Nice Concept, Indian Food, Hospitality",1800
Chopstick,https://www.zomato.com/kolkata/chopstick-kalighat,"Chinese, Momos, Fast Food","Kalighat, Kolkata",Opens at 11am,"23 A, Sardar Shankar Road, Kalighat, Kolkata",9.18698E+11,1,1,1,0,2.4,36,3.8,1198,,,,650
BJs Sports Restrau Cum Lounge,https://www.zomato.com/kolkata/bjs-sports-restrau-cum-lounge-hazra,"Cafe, Fast Food, Continental, Italian, Beverages, Shake","Hazra, Kolkata",Opens at 11am,"104/1A, Sarat Bose Road, Near 85 Lansdowne, Hazra, Kolkata",9.19831E+11,1,1,1,0,4.5,1745,3.6,4260,,"Thai Chicken Satay, Blackberry Mojito, Mocha Latte, Crunchy Chicken, Cranberry Juice, Cheese Fondue","Sporty Ambience, Live Sports, Private Room, Live Band, Games, Reasonable Cost",750
Rolling Dough,https://www.zomato.com/kolkata/rolling-dough-6-tara-tala,"Chinese, Biryani, North Indian, Mughlai, Momos","Tara Tala, Kolkata",,"P 161, Parnasree Pally, Tara Tala, Kolkata",9.18014E+11,1,0,0,0,-,0,-,10,,,,150
Sei Vui,https://www.zomato.com/kolkata/sei-vui-dalhousie-bbd-bagh,"Chinese, Momos","Dalhousie BBD Bagh, Kolkata",Opens at 12noon,"17, Black Burn Lane, Tiretta Bazar, Opposite Poddar Court Telephone Exchange, Dalhousie BBD Bagh, Kolkata",9.19875E+11,1,1,1,0,-,2,4.2,507,,,"Affordable, Chinese, Perfect Presentation, Main Course, Decor, Ambiance",600
Chakhna Chor,https://www.zomato.com/kolkata/chakhna-chor-1-tollygunge,North Indian,"Tollygunge, Kolkata",,"Shop 10 1/7 Netaji Subhas Chandra Road Ashoke Nagar Tollygunge, Kolkata",9.18094E+11,1,0,0,0,-,0,4,17,,,,100
Steak Lovers ,https://www.zomato.com/kolkata/steak-lovers-tollygunge,"BBQ, Steak","Tollygunge, Kolkata",,"50, Prince Rahimuddin Lane, Borought 10, Kolkata Muncipal Corporation, Tollygunge, Kolkata",9.18276E+11,1,0,0,0,-,0,3.2,80,,,"Contactless Delivery, Low Price, Tamper Proof Packaging, Packaging, Food",300
Pizza Factory,https://www.zomato.com/kolkata/pizza-factory-tollygunge,Pizza,"Tollygunge, Kolkata",,"50, Prince Rahimuddin Street, Borough -X, Tollygunge, Kolkata",9.18276E+11,1,0,0,0,-,0,3.2,36,,,"Fresh Food with Good Quality, Delicious Taste, Spill Proof Packaging, Food",250
Borkan Food Centre,https://www.zomato.com/kolkata/borkan-food-centre-jadavpur,"Biryani, Mughlai","Jadavpur, Kolkata",Opens at 12noon,"G-7, CIT Market, Jadavpur, Kolkata",9.19052E+11,1,1,1,0,-,1,-,2,,,,300
Chengiz Khan,https://www.zomato.com/kolkata/chengiz-khan-behala,"Fast Food, Chinese, North Indian","Behala, Kolkata",Opens at 1:30pm,"12/2, Netaji Subhas Road, Behala, Kolkata",9.1983E+11,1,1,0,0,-,0,4.1,241,,,,150
Joey's Pizza,https://www.zomato.com/kolkata/joeys-pizza-tollygunge,Pizza,"Tollygunge, Kolkata",,"50, Prince Rahimuddin Street, Tollygunge, Kolkata",9.18276E+11,1,0,0,0,-,0,3.4,97,,,,250
Panch Mishali,https://www.zomato.com/kolkata/panch-mishali-naktala,Bengali,"Naktala, Kolkata",,"Ground Floor, Premises 58/15, Pallishree, P.S. Patuli, Naktala, Kolkata",9.17596E+11,1,0,0,0,-,0,-,11,,,,100
Snack It,https://www.zomato.com/kolkata/snack-it-hindustan-park,"Street Food, Sandwich, Bengali, Chinese, Tea","Hindustan Park, Kolkata",,"19/1A, Biplabi Ambika Chakraborty Sarani, Ward-086, Borough-VIII, Hindustan Park, Kolkata",9.19331E+11,1,0,0,0,-,0,-,5,,,,250
Khana Americana,https://www.zomato.com/kolkata/khana-americana-new-alipore,"American, Pasta, Fast Food","New Alipore, Kolkata",,"38A/31, Jyotish Roy Road, Borough XIII, New Alipore, Kolkata",9.1338E+11,1,0,0,0,-,0,4.3,121,,,"Fresh Food with Good Quality, Extensive Menu, Quality, Price, Taste, Packaging",250
Uttapam - Flavours Of South,https://www.zomato.com/kolkata/uttapam-flavours-of-south-park-circus-area,"South Indian, Fast Food, Desserts, Shake, Juices, Beverages","Park Circus Area, Kolkata",Opens at 10am,"65C, Shakespeare Sarani Road, Park Circus Area, Kolkata",9.19904E+11,1,1,0,0,-,0,4,42,,,,100
Red Dragon,https://www.zomato.com/kolkata/red-dragon-1-golf-green,Chinese,"Golf Green, Kolkata",Opens at 12noon,"8/52, Bijoygarh, Jadavpur, Golf Green, Kolkata",9.19875E+11,1,1,1,0,2.8,4,4,28,,,,400
